region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	topURI	translitTitleOther	arTitleOther	searchNames	arBW
Khurasan	60.18929	36.10597	villages	localite	Ṣāhih	صاهه	SAHIH_601E361N_S_KHUR	Ṣāhih	صاهه	Sahih	Sahih
Khurasan	60.26487	34.93776	towns	cite	Mālin	مالن	MALIN_602E349N_S_KHUR	Mālin, Kuwāḫarz	مالن، كواخرز	Malin, Kuwakharz	Malin, Kuwakharz
Khurasan	60.29878	35.41670	waystations	etape	Mālāyakird	مالايكرد	MALAYAKIRD_602E354N_S_KHUR	Mālāyakird	مالايكرد	Malayakird	Malayakird
Khurasan	60.33692	35.01995	regions	region	Bāḫarz	باخرز	BAKHARZ_603E350N_R_KHUR	Bāḫarz	باخرز	Bakharz	Bakharz
Khurasan	60.44076	36.85569	towns	cite	Mayhanaŧ	ميهنة	MAYHANA_604E368N_S_KHUR	Mayhanaŧ, Mahanaŧ	ميهنة، مهنة	Mayhana, Mahana	Mayhana, Mahana
Khurasan	60.54672	36.17215	villages	localite	Mazdūrān	مزدوران	MAZDURAN_605E361N_S_KHUR	Mazdūrān, al-ʿAqabaŧ	مزدوران، ﭐلعقبة	Mazduran, al-Aqaba	Mazduran, al-Aqaba
Khurasan	60.57003	35.33837	regions	region	Ǧām	جام	JAM_605E353N_R_KHUR	Ǧām	جام	Jam	Jam
Khurasan	60.61524	35.17917	towns	cite	al-Būzǧān	ﭐلبوزجان	BUZJAN_606E351N_S_KHUR	al-Būzǧān, Būzkān	ﭐلبوزجان، بوزكان	al-Buzjan, Buzkan	al-Buzjan, Buzkan
Khurasan	60.79678	36.34872	waystations	etape	Ūkīnaŧ	أوكينة	UKINA_607E363N_S_KHUR	Ūkīnaŧ, Awkīnaŧ	أوكينة، أوكينة	Ukina, Awkina	Ukina, Awkina
Khurasan	61.08287	34.27729	towns	cite	Farkird	فركرد	FARKIRD_610E342N_S_KHUR	Farkird	فركرد	Farkird	Farkird
Khurasan	61.17470	34.61574	towns	cite	Kūsuwī	كوسوي	KUSUWI_611E346N_S_KHUR	Kūsuwī, Kūsarī	كوسوي، كوسري	Kusuwi, Kusari	Kusuwi, Kusari
Khurasan	61.18671	36.51694	towns	cite	Saraḫs	سرخس	SARAKHS_611E365N_S_KHUR	Saraḫs	سرخس	Sarakhs	Sarakhs
Khurasan	61.32587	34.42834	towns	cite	Karah	كره	KARAH_613E344N_S_KHUR	Karah	كره	Karah	Karah
Khurasan	61.44101	35.31157	villages	village	Ǧabal al-Fiḍḍaŧ	جبل ﭐلفضة	JABALFIDDA_614E353N_S_KHUR	Ǧabal al-Fiḍḍaŧ, Kūh-I Sīm	جبل ﭐلفضة، كوهإ سيم	Jabal al-Fidda, Kuh-I Sim	Jabal al-Fidda, Kuh-I Sim
Khurasan	61.47492	37.03409	waystations	etape	Talastānaŧ	تلستانة	TALASTANA_614E370N_S_KHUR	Talastānaŧ	تلستانة	Talastana	Talastana
Khurasan	61.47787	34.35023	capitals	cheflieu	Būsanǧ	بوسنج	BUSANJ_614E343N_S_KHUR	Būsanǧ, Fušanǧ, Būšank	بوسنج، فشنج، بوشنك	Busanj, Fushanj, Bushank	Busanj, Fushanj, Bushank
Khurasan	61.47787	34.35023	regions	territoire	Būsanǧ	بوسنج	BUSANJ_614E343N_R_KHUR	Būsanǧ, Fušanǧ, Būšank	بوسنج، فشنج، بوشنك	Busanj, Fushanj, Bushank	Busanj, Fushanj, Bushank
Khurasan	61.61458	37.60594	towns	cite	Hurmuz Farrah	هرمز فره	HURMUZFARRAH_616E376N_S_KHUR	Hurmuz Farrah	هرمز فره	Hurmuz Farrah	Hurmuz Farrah
Khurasan	61.61458	37.60594	waters	coursdeau	Hurmuz Farrah	هرمز فره	HURMUZFARRAH_616E376N_W_KHUR	Hurmuz Farrah	هرمز فره	Hurmuz Farrah	Hurmuz Farrah
Khurasan	61.65152	37.27393	towns	cite	Dandānaqān	دندانقان	DANDANAQAN_616E372N_S_KHUR	Dandānaqān	دندانقان	Dandanaqan	Dandanaqan
Khurasan	61.68119	37.46480	towns	cite	Sinǧ	سنج	SINJ_616E374N_S_KHUR	Sinǧ, Sink	سنج، سنك	Sinj, Sink	Sinj, Sink
Khurasan	61.73152	37.68151	towns	cite	al-Sūsaqān	ﭐلسوسقان	SUSAQAN_617E376N_S_KHUR	al-Sūsaqān, al-Sawsaqān	ﭐلسوسقان، ﭐلسوسقان	al-Susaqan, al-Sawsaqan	al-Susaqan, al-Sawsaqan
Khurasan	61.87474	37.50068	villages	localite	Ǧarūǧird	جروجرد	JARUJIRD_618E375N_S_KHUR	Ǧarūǧird, Kanūǧird, Yanūǧird, Yanūkird	جروجرد، كنوجرد، ينوجرد، ينوكرد	Jarujird, Kanujird, Yanujird, Yanukird	Jarujird, Kanujird, Yanujird, Yanukird
Khurasan	61.89282	37.61978	towns	cite	Ḫaraq	خرق	KHARAQ_618E376N_S_KHUR	Ḫaraq	خرق	Kharaq	Kharaq
Khurasan	62.07465	34.61545	regions	region	Bāḏġīs	باذغيس	BADHGHIS_620E346N_R_KHUR	Bāḏġīs, Bāḏaġīs	باذغيس، باذغيس	Badhghis, Badhaghis	Badhghis, Badhaghis
Khurasan	62.10386	37.67193	capitals	capitale	Marw	مرو	MARW_621E376N_S_KHUR	Marw, Marw al-Šāhiǧān	مرو، مرو ﭐلشاهجان	Marw, Marw al-Shahijan	Marw, Marw al-Shahijan
Khurasan	62.10386	37.67193	regions	circon	Marw	مرو	MARW_621E376N_R_KHUR	Marw, Marw al-Šāhiǧān	مرو، مرو ﭐلشاهجان	Marw, Marw al-Shahijan	Marw, Marw al-Shahijan
Khurasan	62.12974	33.24402	capitals	capitale	al-Asfuzār	ﭐلأسفزار	ASFUZAR_621E332N_S_KHUR	al-Asfuzār	ﭐلأسفزار	al-Asfuzar	al-Asfuzar
Khurasan	62.12974	33.24402	regions	territoire	al-Asfuzār	ﭐلأسفزار	ASFUZAR_621E332N_R_KHUR	al-Asfuzār	ﭐلأسفزار	al-Asfuzar	al-Asfuzar
Khurasan	62.15235	34.33419	capitals	capitale	Harāŧ	هراة	HARA_621E343N_S_KHUR	Harāŧ	هراة	Hara	Hara
Khurasan	62.15235	34.33419	regions	circon	Harāŧ	هراة	HARA_621E343N_R_KHUR	Harāŧ	هراة	Hara	Hara
Khurasan	62.19614	34.18473	towns	cite	Mālin	مالن	MALIN_621E341N_S_KHUR	Mālin, al-Safalqāt, Malīn, Mālān	مالن، ﭐلسفلقات، ملين، مالان	Malin, al-Safalqat, Malin, Malan	Malin, al-Safalqat, Malin, Malan
Khurasan	62.22016	33.85099	towns	cite	Kuwāšān	كواشان	KUWASHAN_622E338N_S_KHUR	Kuwāšān	كواشان	Kuwashan	Kuwashan
Khurasan	62.22511	37.49732	towns	cite	Ǧīranǧ	جيرنج	JIRANJ_622E374N_S_KHUR	Ǧīranǧ, Kīrank	جيرنج، كيرنك	Jiranj, Kirank	Jiranj, Kirank
Khurasan	62.24983	33.59424	towns	cite	Adraskar	أدرسكر	ADRASKAR_622E335N_S_KHUR	Adraskar	أدرسكر	Adraskar	Adraskar
Khurasan	62.29575	37.39749	villages	localite	Fāz	فاز	FAZ_622E373N_S_KHUR	Fāz, Zarq	فاز، زرق	Faz, Zarq	Faz, Zarq
Khurasan	62.37698	34.28751	towns	cite	Bāšān	باشان	BASHAN_623E342N_S_KHUR	Bāšān	باشان	Bashan	Bashan
Khurasan	62.41583	37.12201	waystations	etape	Mahdīābāḏ	مهدياباذ	MAHDIABADH_624E371N_S_KHUR	Mahdīābāḏ	مهدياباذ	Mahdiabadh	Mahdiabadh
Khurasan	62.42996	35.20428	towns	cite	Kayf	كيف	KAYF_624E352N_S_KHUR	Kayf, Kīf	كيف، كيف	Kayf, Kif	Kayf, Kif
Khurasan	62.44974	36.57540	villages	localite	al-Qarīnayn	ﭐلقرينين	QARINAYN_624E365N_S_KHUR	al-Qarīnayn	ﭐلقرينين	al-Qarinayn	al-Qarinayn
Khurasan	62.46952	35.07720	regions	region	Kanǧ Rustāq	كنج رستاق	KANJRUSTAQ_624E350N_R_KHUR	Kanǧ Rustāq	كنج رستاق	Kanj Rustaq	Kanj Rustaq
Khurasan	62.46952	36.88847	waystations	etape	Baḥīrābāḏ	بحيراباذ	BAHIRABADH_624E368N_S_KHUR	Baḥīrābāḏ	بحيراباذ	Bahirabadh	Bahirabadh
Khurasan	62.47870	34.94152	towns	cite	Babnaŧ	ببنة	BABNA_624E349N_S_KHUR	Babnaŧ	ببنة	Babna	Babna
Khurasan	62.52603	36.73407	waters	riviere	Nahr Murġab	نهر مرغب	NAHRMURGHAB_625E367N_W_KHUR	Nahr Murġab	نهر مرغب	Nahr Murghab	Nahr Murghab
Khurasan	62.54651	34.47814	towns	cite	Karūḫ	كروخ	KARUKH_625E344N_S_KHUR	Karūḫ	كروخ	Karukh	Karukh
Khurasan	62.54722	35.60846	towns	cite	Baġšūr	بغشور	BAGHSHUR_625E356N_S_KHUR	Baġšūr	بغشور	Baghshur	Baghshur
Khurasan	62.58466	34.27292	towns	cite	Ḫaysār	خيسار	KHAYSAR_625E342N_S_KHUR	Ḫaysār	خيسار	Khaysar	Khaysar
Khurasan	62.59986	37.78994	towns	cite	Kušmayhan	كشميهن	KUSHMAYHAN_625E377N_S_KHUR	Kušmayhan, Kušmāhan	كشميهن، كشماهن	Kushmayhan, Kushmahan	Kushmayhan, Kushmahan
Khurasan	62.67861	36.29294	waystations	etape	Asadābāḏ	أسداباذ	ASADABADH_626E362N_S_KHUR	Asadābāḏ	أسداباذ	Asadabadh	Asadabadh
Khurasan	62.76550	34.53751	waystations	ribat	Ribāṭ Mayānah	رباط ميانه	RIBATMAYANAH_627E345N_S_KHUR	Ribāṭ Mayānah	رباط ميانه	Ribat Mayanah	Ribat Mayanah
Khurasan	62.80223	34.24840	towns	cite	Astarabyān	أستربيان	ASTARABYAN_628E342N_S_KHUR	Astarabyān	أستربيان	Astarabyan	Astarabyan
Khurasan	62.80686	38.04920	waystations	ribat	Ribāṭ al-Ḥadīd	رباط ﭐلحديد	RIBATHADID_628E380N_S_KHUR	Ribāṭ al-Ḥadīd	رباط ﭐلحديد	Ribat al-Hadid	Ribat al-Hadid
Khurasan	62.95057	34.69680	capitals	capitale	Dihistān	دهستان	DIHISTAN_629E346N_S_KHUR	Dihistān	دهستان	Dihistan	Dihistan
Khurasan	62.96749	35.96191	waystations	etape	Ḥawzān	حوزان	HAWZAN_629E359N_S_KHUR	Ḥawzān	حوزان	Hawzan	Hawzan
Khurasan	62.99639	38.31229	waystations	ribat	Ribāṭ Naṣrak	رباط نصرك	RIBATNASRAK_629E383N_S_KHUR	Ribāṭ Naṣrak	رباط نصرك	Ribat Nasrak	Ribat Nasrak
Khurasan	63.00426	34.33710	towns	cite	Mārābāḏ	ماراباذ	MARABADH_630E343N_S_KHUR	Mārābāḏ	ماراباذ	Marabadh	Marabadh
Khurasan	63.16814	34.40940	towns	cite	Awbaŧ	أوبة	AWBA_631E344N_S_KHUR	Awbaŧ, Awfaŧ	أوبة، أوفة	Awba, Awfa	Awba, Awfa
Khurasan	63.20339	38.58258	waystations	ribat	Ǧubb Ḥammād	جب حماد	JUBBHAMMAD_632E385N_S_KHUR	Ǧubb Ḥammād	جب حماد	Jubb Hammad	Jubb Hammad
Khurasan	63.21212	35.76147	towns	cite	Qaṣr Aḥnaf	قصر أحنف	QASRAHNAF_632E357N_S_KHUR	Qaṣr Aḥnaf	قصر أحنف	Qasr Ahnaf	Qasr Ahnaf
Khurasan	63.35393	38.84034	waystations	ribat	Ribāṭ Bāris	رباط بارس	RIBATBARIS_633E388N_S_KHUR	Ribāṭ Bāris	رباط بارس	Ribat Baris	Ribat Baris
Khurasan	63.36670	35.59250	capitals	capitale	Marw al-Rūḏ	مرو ﭐلروذ	MARWRUDH_633E355N_S_KHUR	Marw al-Rūḏ	مرو ﭐلروذ	Marw al-Rudh	Marw al-Rudh
Khurasan	63.36670	35.59250	regions	territoire	Marw al-Rūḏ	مرو ﭐلروذ	MARWRUDH_633E355N_R_KHUR	Marw al-Rūḏ	مرو ﭐلروذ	Marw al-Rudh	Marw al-Rudh
Khurasan	63.44735	35.42618	towns	cite	Dizah	دزه	DIZAH_634E354N_S_KHUR	Dizah	دزه	Dizah	Dizah
Khurasan	63.44735	35.74074	waystations	etape	Araskan	أرسكن	ARASKAN_634E357N_S_KHUR	Araskan	أرسكن	Araskan	Araskan
Khurasan	63.51255	39.06795	towns	cite	Āmul	آمل	AMUL_635E390N_S_KHUR	Āmul	آمل	Amul	Amul
Khurasan	63.51568	34.72729	towns	cite	Šūrmīn	شورمين	SHURMIN_635E347N_S_KHUR	Šūrmīn	شورمين	Shurmin	Shurmin
Khurasan	63.52263	35.08069	waystations	etape	Ribāṭ Šūr	رباط شور	RIBATSHUR_635E350N_S_KHUR	Ribāṭ Šūr	رباط شور	Ribat Shur	Ribat Shur
Khurasan	63.52800	35.24882	towns	cite	Abšīn	أبشين	ABSHIN_635E352N_S_KHUR	Abšīn	أبشين	Abshin	Abshin
Khurasan	63.76323	35.81599	waystations	etape	al-Asrāb	ﭐلأسراب	ASRAB_637E358N_S_KHUR	al-Asrāb	ﭐلأسراب	al-Asrab	al-Asrab
Khurasan	63.81969	35.61955	villages	localite	Ribāṭ Karzwān	رباط كرزوان	RIBATKARZWAN_638E356N_S_KHUR	Ribāṭ Karzwān	رباط كرزوان	Ribat Karzwan	Ribat Karzwan
Khurasan	63.94658	34.34906	towns	cite	Ḫašt	خشت	KHASHT_639E343N_S_KHUR	Ḫašt, Ḫast, Ḫāst, Ḫwašt	خشت، خست، خاست، خوشت	Khasht, Khast, Khast, Khwasht	Khasht, Khast, Khast, Khwasht
Khurasan	63.98233	35.78873	waystations	etape	Kanǧābāḏ	كنجاباذ	KANJABADH_639E357N_S_KHUR	Kanǧābāḏ	كنجاباذ	Kanjabadh	Kanjabadh
Khurasan	64.24579	35.72328	towns	cite	Ṭalaqān	طلقان	TALAQAN_642E357N_S_KHUR	Ṭalaqān	طلقان	Talaqan	Talaqan
Khurasan	64.44388	34.88273	regions	territoire	Ġarǧ al-Šār	غرج ﭐلشار	GHARJSHAR_644E348N_R_KHUR	Ġarǧ al-Šār, Ǧarǧistān	غرج ﭐلشار، جرجستان	Gharj al-Shar, Jarjistan	Gharj al-Shar, Jarjistan
Khurasan	64.54957	35.88354	waystations	etape	Kasḥān	كسحان	KASHAN_645E358N_S_KHUR	Kasḥān	كسحان	Kashan	Kashan
Khurasan	64.60334	35.33988	towns	cite	Kandaram	كندرم	KANDARAM_646E353N_S_KHUR	Kandaram	كندرم	Kandaram	Kandaram
Khurasan	64.83857	35.93470	waystations	etape	al-Yahūdiyyaŧ	ﭐليهودية	YAHUDIYYA_648E359N_S_KHUR	al-Yahūdiyyaŧ, Ǧakūḏān	ﭐليهودية، جكوذان	al-Yahudiyya, Jakudhan	al-Yahudiyya, Jakudhan
Khurasan	64.93938	36.46025	towns	cite	Fāriyāb	فارياب	FARIYAB_649E364N_S_KHUR	Fāriyāb	فارياب	Fariyab	Fariyab
Khurasan	65.07649	36.81403	towns	cite	Mālin	مالن	MALIN_650E368N_S_KHUR	Mālin	مالن	Malin	Malin
Khurasan	65.09941	34.38521	sites	mont	Ǧibal al-Ġūr	جبل ﭐلغور	JIBALGHUR_650E343N_O_KHUR	Ǧibal al-Ġūr	جبل ﭐلغور	Jibal al-Ghur	Jibal al-Ghur
Khurasan	65.10068	35.72110	regions	region	Ǧūzǧān	جوزجان	JUZJAN_651E357N_R_KHUR	Ǧūzǧān	جوزجان	Juzjan	Juzjan
Khurasan	65.16655	36.95541	towns	cite	Andaḫūḏ	أندخوذ	ANDAKHUDH_651E369N_S_KHUR	Andaḫūḏ	أندخوذ	Andakhudh	Andakhudh
Khurasan	65.19679	37.86572	towns	cite	Zamm	زم	ZAMM_651E378N_S_KHUR	Zamm, Karkuh	زم، كركه	Zamm, Karkuh	Zamm, Karkuh
Khurasan	65.31239	37.59463	waystations	etape	Qabr Ġiyāṯ	قبر غياث	QABRGHIYATH_653E375N_S_KHUR	Qabr Ġiyāṯ, Qaná Ġiyāṯ	قبر غياث، قنى غياث	Qabr Ghiyath, Qana Ghiyath	Qabr Ghiyath, Qana Ghiyath
Khurasan	65.32516	36.35640	waystations	etape	al-Qāʾ	ﭐلقاء	QA_653E363N_S_KHUR	al-Qāʾ	ﭐلقاء	al-Qa	al-Qa
Khurasan	65.78352	36.65136	towns	cite	Šabūrqān	شبورقان	SHABURQAN_657E366N_S_KHUR	Šabūrqān, Ušbūrqān	شبورقان، أشبورقان	Shaburqan, Ushburqan	Shaburqan, Ushburqan
Khurasan	65.87895	35.88517	regions	region	al-Ǧurzuwān	ﭐلجرزوان	JURZUWAN_658E358N_R_KHUR	al-Ǧurzuwān	ﭐلجرزوان	al-Jurzuwan	al-Jurzuwan
Khurasan	65.87895	35.88517	towns	cite	al-Ǧurzuwān	ﭐلجرزوان	JURZUWAN_658E358N_S_KHUR	al-Ǧurzuwān	ﭐلجرزوان	al-Jurzuwan	al-Jurzuwan
Khurasan	65.94751	36.20578	towns	cite	al-Anbār	ﭐلأنبار	ANBAR_659E362N_S_KHUR	al-Anbār	ﭐلأنبار	al-Anbar	al-Anbar
Khurasan	66.21231	36.83770	waystations	etape	al-Sidraŧ	ﭐلسدرة	SIDRA_662E368N_S_KHUR	al-Sidraŧ	ﭐلسدرة	al-Sidra	al-Sidra
Khurasan	66.64110	36.83340	villages	localite	Dastaǧirdaŧ	دستجردة	DASTAJIRDA_666E368N_S_KHUR	Dastaǧirdaŧ	دستجردة	Dastajirda	Dastajirda
Khurasan	66.88305	36.78497	capitals	capitale	Balḫ	بلخ	BALKH_668E367N_S_KHUR	Balḫ	بلخ	Balkh	Balkh
Khurasan	66.88305	36.78497	regions	circon	Balḫ	بلخ	BALKH_668E367N_R_KHUR	Balḫ	بلخ	Balkh	Balkh
Khurasan	67.09946	37.02037	villages	localite	Šawkard	شوكرد	SHAWKARD_670E370N_S_KHUR	Šawkard, Siyāhǧird	شوكرد، سياهجرد	Shawkard, Siyahjird	Shawkard, Siyahjird
Khurasan	67.70299	36.74621	towns	cite	Ḫulm	خلم	KHULM_677E367N_S_KHUR	Ḫulm	خلم	Khulm	Khulm
Khurasan	67.72517	35.24443	towns	cite	Kāh	كاه	KAH_677E352N_S_KHUR	Kāh, Ǧāh	كاه، جاه	Kah, Jah	Kah, Jah
Khurasan	67.80206	34.84737	capitals	capitale	al-Bāmiyān	ﭐلباميان	BAMIYAN_678E348N_S_KHUR	al-Bāmiyān	ﭐلباميان	al-Bamiyan	al-Bamiyan
Khurasan	67.80206	34.84737	regions	territoire	al-Bāmiyān	ﭐلباميان	BAMIYAN_678E348N_R_KHUR	al-Bāmiyān	ﭐلباميان	al-Bamiyan	al-Bamiyan
Khurasan	67.85287	35.38044	towns	cite	Maḏar	مذر	MADHAR_678E353N_S_KHUR	Maḏar	مذر	Madhar	Madhar
Khurasan	68.09011	36.22585	towns	cite	Siminǧān	سمنجان	SIMINJAN_680E362N_S_KHUR	Siminǧān	سمنجان	Siminjan	Siminjan
Khurasan	68.67012	36.03586	regions	region	Ṭuḫāristān	طخارستان	TUKHARISTAN_686E360N_R_KHUR	Ṭuḫāristān	طخارستان	Tukharistan	Tukharistan
Khurasan	68.74862	34.08270	towns	cite	Sakāwand	سكاوند	SAKAWAND_687E340N_S_KHUR	Sakāwand	سكاوند	Sakawand	Sakawand
Khurasan	68.77093	36.23560	regions	territoire	Baġlān	بغلان	BAGHLAN_687E362N_R_KHUR	Baġlān	بغلان	Baghlan	Baghlan
Khurasan	68.77093	36.23560	towns	cite	Baġlān	بغلان	BAGHLAN_687E362N_S_KHUR	Baġlān	بغلان	Baghlan	Baghlan
Khurasan	68.86234	37.23952	towns	cite	Ārhan	آرهن	ARHAN_688E372N_S_KHUR	Ārhan	آرهن	Arhan	Arhan
Khurasan	68.89729	36.78174	towns	cite	Warwālīǧ	ورواليج	WARWALIJ_688E367N_S_KHUR	Warwālīǧ, Walwālīz	ورواليج، ولواليز	Warwalij, Walwaliz	Warwalij, Walwaliz
Khurasan	69.16963	34.52442	towns	cite	Kābul	كابل	KABUL_691E345N_S_KHUR	Kābul	كابل	Kabul	Kabul
Khurasan	69.25887	35.17084	towns	canton	Barwān	بروان	BARWAN_692E351N_S_KHUR	Barwān, Farwān	بروان، فروان	Barwan, Farwan	Barwan, Farwan
Khurasan	69.36909	35.68835	towns	cite	Andarāb	أندراب	ANDARAB_693E356N_S_KHUR	Andarāb	أندراب	Andarab	Andarab
Khurasan	69.62314	36.76021	towns	cite	Ṭālaqān	طالقان	TALAQAN_696E367N_S_KHUR	Ṭālaqān	طالقان	Talaqan	Talaqan
Khurasan	69.62448	35.39907	towns	cite	Ǧārbāyaŧ	جارباية	JARBAYA_696E353N_S_KHUR	Ǧārbāyaŧ	جارباية	Jarbaya	Jarbaya
Khurasan	69.81804	35.51814	towns	canton	Banǧahīr	بنجهير	BANJAHIR_698E355N_S_KHUR	Banǧahīr, Banǧar	بنجهير، بنجر	Banjahir, Banjar	Banjahir, Banjar
Khurasan	70.54447	41.19160	sites	mont	Kūh Sīm	كوه سيم	KUHSIM_705E411N_O_KHUR	Kūh Sīm, Ǧabal al-Fiḍḍaŧ	كوه سيم، جبل ﭐلفضة	Kuh Sim, Jabal al-Fidda	Kuh Sim, Jabal al-Fidda
Khurasan	70.79525	37.59609	regions	region	Baḏaḫšān	بذخشان	BADHAKHSHAN_707E375N_R_KHUR	Baḏaḫšān	بذخشان	Badhakhshan	Badhakhshan
Khurasan	70.91488	36.65244	towns	cite	Sakalkand	سكلكند	SAKALKAND_709E366N_S_KHUR	Sakalkand, Iskalkand	سكلكند، إسكلكند	Sakalkand, Iskalkand	Sakalkand, Iskalkand
Khurasan	70.92564	36.80704	towns	canton	Ǧirm	جرم	JIRM_709E368N_S_KHUR	Ǧirm	جرم	Jirm	Jirm
Khurasan	72.31013	37.03915	regions	region	Waḫḫān	وخان	WAKHKHAN_723E370N_R_KHUR	Waḫḫān	وخان	Wakhkhan	Wakhkhan
Khuzistan	47.90375	32.06082	towns	cite	Bayrūt	بيروت	BAYRUT_479E320N_S_KHUZ	Bayrūt	بيروت	Bayrut	Bayrut
Khuzistan	48.14211	30.41602	waters	riviere	Fam al-ʿAḍudī	فم ﭐلعضدي	FAMADUDI_481E304N_W_KHUZ	Fam al-ʿAḍudī	فم ﭐلعضدي	Fam al-Adudi	Fam al-Adudi
Khuzistan	48.14577	32.46817	towns	cite	Karǧaŧ	كرجة	KARJA_481E324N_S_KHUZ	Karǧaŧ, Karḫaŧ	كرجة، كرخة	Karja, Karkha	Karja, Karkha
Khuzistan	48.20426	32.16186	waters	riviere	Nahr Sūs	نهر سوس	NAHRSUS_482E321N_W_KHUZ	Nahr Sūs	نهر سوس	Nahr Sus	Nahr Sus
Khuzistan	48.26047	32.20166	capitals	capitale	Sūs	سوس	SUS_482E322N_S_KHUZ	Sūs	سوس	Sus	Sus
Khuzistan	48.26047	32.20166	regions	region	Sūs	سوس	SUS_482E322N_R_KHUZ	Sūs	سوس	Sus	Sus
Khuzistan	48.30291	32.53782	regions	district	al-Lūr	ﭐللور	LUR_483E325N_R_KHUZ	al-Lūr	ﭐللور	al-Lur	al-Lur
Khuzistan	48.30405	31.99567	towns	cite	Baṣinnā	بصنا	BASINNA_483E319N_S_KHUZ	Baṣinnā	بصنا	Basinna	Basinna
Khuzistan	48.33301	30.52571	towns	cite	Ḥiṣn Mahdī	حصن مهدي	HISNMAHDI_483E305N_S_KHUZ	Ḥiṣn Mahdī	حصن مهدي	Hisn Mahdi	Hisn Mahdi
Khuzistan	48.38090	31.46790	towns	cite	Nahr Tīrā	نهر تيرا	NAHRTIRA_483E314N_S_KHUZ	Nahr Tīrā, Nahr Tīrīn	نهر تيرا، نهر تيرين	Nahr Tira, Nahr Tirin	Nahr Tira, Nahr Tirin
Khuzistan	48.42219	32.38975	towns	cite	al-Diz	ﭐلدز	DIZ_484E323N_S_KHUZ	al-Diz, Dizfūl	ﭐلدز، دزفول	al-Diz, Dizful	al-Diz, Dizful
Khuzistan	48.45021	32.98650	villages	localite	al-Diz	ﭐلدز	DIZ_484E329N_S_KHUZ	al-Diz, Qanṭaraŧ Andāmiš	ﭐلدز، قنطرة أندامش	al-Diz, Qantara Andamish	al-Diz, Qantara Andamish
Khuzistan	48.52390	30.94139	towns	cite	Sūq al-Arbaʿāʾ	سوق ﭐلأربعاء	SUQARBAA_485E309N_S_KHUZ	Sūq al-Arbaʿāʾ	سوق ﭐلأربعاء	Suq al-Arbaa	Suq al-Arbaa
Khuzistan	48.53345	31.39058	regions	district	Manāḏir	مناذر	MANADHIR_485E313N_R_KHUZ	Manāḏir	مناذر	Manadhir	Manadhir
Khuzistan	48.53919	32.29866	capitals	capitale	Ǧundaysābūr	جنديسابور	JUNDAYSABUR_485E322N_S_KHUZ	Ǧundaysābūr	جنديسابور	Jundaysabur	Jundaysabur
Khuzistan	48.53919	32.29866	regions	region	Ǧundaysābūr	جنديسابور	JUNDAYSABUR_485E322N_R_KHUZ	Ǧundaysābūr	جنديسابور	Jundaysabur	Jundaysabur
Khuzistan	48.69059	31.32986	metropoles	metropole	al-Ahwāz	ﭐلأهواز	AHWAZ_486E313N_S_KHUZ	al-Ahwāz, Sūq al-Ahwāz	ﭐلأهواز، سوق ﭐلأهواز	al-Ahwaz, Suq al-Ahwaz	al-Ahwaz, Suq al-Ahwaz
Khuzistan	48.69059	31.32986	regions	region	al-Ahwāz	ﭐلأهواز	AHWAZ_486E313N_R_KHUZ	al-Ahwāz, Sūq al-Ahwāz	ﭐلأهواز، سوق ﭐلأهواز	al-Ahwaz, Suq al-Ahwaz	al-Ahwaz, Suq al-Ahwaz
Khuzistan	48.77033	30.65916	towns	cite	Bāsiyān	باسيان	BASIYAN_487E306N_S_KHUZ	Bāsiyān	باسيان	Basiyan	Basiyan
Khuzistan	48.79726	31.20731	towns	cite	Šūrāb	شوراب	SHURAB_487E312N_S_KHUZ	Šūrāb	شوراب	Shurab	Shurab
Khuzistan	48.83628	30.73079	waystations	etape	Ḫan Mazdawayhī	خن مزدويهي	KHANMAZDAWAYHI_488E307N_S_KHUZ	Ḫan Mazdawayhī, Ḫān Mardawayhi	خن مزدويهي، خان مردويه	Khan Mazdawayhi, Khan Mardawayhi	Khan Mazdawayhi, Khan Mardawayhi
Khuzistan	48.84200	31.88178	waters	riviere	Nahr Tustar	نهر تستر	NAHRTUSTAR_488E318N_W_KHUZ	Nahr Tustar	نهر تستر	Nahr Tustar	Nahr Tustar
Khuzistan	48.85461	32.05110	capitals	capitale	Tustar	تستر	TUSTAR_488E320N_S_KHUZ	Tustar, Šuštar	تستر، ششتر	Tustar, Shushtar	Tustar, Shushtar
Khuzistan	48.85461	32.05110	regions	region	Tustar	تستر	TUSTAR_488E320N_R_KHUZ	Tustar, Šuštar	تستر، ششتر	Tustar, Shushtar	Tustar, Shushtar
Khuzistan	48.88100	31.02269	waystations	etape	Mandam	مندم	MANDAM_488E310N_S_KHUZ	Mandam, Bandam	مندم، بندم	Mandam, Bandam	Mandam, Bandam
Khuzistan	48.89820	31.66531	capitals	capitale	ʿAskar Mukram	عسكر مكرم	ASKARMUKRAM_488E316N_S_KHUZ	ʿAskar Mukram	عسكر مكرم	Askar Mukram	Askar Mukram
Khuzistan	48.89820	31.66531	regions	region	ʿAskar Mukram	عسكر مكرم	ASKARMUKRAM_488E316N_R_KHUZ	ʿAskar Mukram	عسكر مكرم	Askar Mukram	Askar Mukram
